gene	cat	obs
ABCG5	8.0000e+00	4
ABCG5	9.0000e+00	3
ABCG5	1.0000e+01	1
ABCG5	1.4000e+01	1
ABCG5	1.5000e+01	1
ABCG8	0.0000e+00	308
ABCG8	1.0000e+00	107
ABCG8	2.0000e+00	78
ABCG8	3.0000e+00	38
ABCG8	4.0000e+00	16
ABCG8	5.0000e+00	7
ABCG8	6.0000e+00	10
ABCG8	7.0000e+00	6
ABCG8	8.0000e+00	5
ABCG8	9.0000e+00	1
ABCG8	1.0000e+01	1
ABCG8	1.3000e+01	1
ABCG8	1.5000e+01	1
ABCG8	1.6000e+01	1
ABCG8	1.7000e+01	1
ABHD1	0.0000e+00	178
ABHD1	1.0000e+00	74
ABHD1	2.0000e+00	50
ABHD1	3.0000e+00	20
ABHD1	4.0000e+00	10
ABHD1	5.0000e+00	6
ABHD1	6.0000e+00	3
ABHD1	7.0000e+00	2
ABHD1	8.0000e+00	3
ABHD1	9.0000e+00	1
ABHD1	1.5000e+01	1
ABHD1	1.7000e+01	1
ABHD10	0.0000e+00	87
ABHD10	1.0000e+00	46
ABHD10	2.0000e+00	18
ABHD10	3.0000e+00	11
ABHD10	4.0000e+00	4
ABHD10	5.0000e+00	8
ABHD10	6.0000e+00	3
ABHD10	7.0000e+00	2
ABHD10	8.0000e+00	1
ABHD10	9.0000e+00	1
ABHD10	1.3000e+01	1
ABHD11	0.0000e+00	89
ABHD11	1.0000e+00	52
ABHD11	2.0000e+00	32
ABHD11	3.0000e+00	13
ABHD11	4.0000e+00	4
ABHD11	5.0000e+00	1
ABHD11	6.0000e+00	1
ABHD11	1.1000e+01	1
ABHD12	0.0000e+00	154
ABHD12	1.0000e+00	73
ABHD12	2.0000e+00	36
ABHD12	3.0000e+00	27
ABHD12	4.0000e+00	10
ABHD12	5.0000e+00	8
ABHD12	6.0000e+00	1
ABHD12	7.0000e+00	1
ABHD12	8.0000e+00	2
ABHD12	1.2000e+01	1
ABHD12	1.3000e+01	1
ABHD12	1.5000e+01	1
ABHD12B	0.0000e+00	111
ABHD12B	1.0000e+00	54
ABHD12B	2.0000e+00	29
ABHD12B	3.0000e+00	18
ABHD12B	4.0000e+00	6
ABHD12B	5.0000e+00	6
ABHD12B	6.0000e+00	2
ABHD12B	7.0000e+00	1
ABHD12B	8.0000e+00	1
ABHD12B	1.0000e+01	1
ABHD12B	1.3000e+01	1
ABHD12B	1.4000e+01	2
ABHD12B	1.5000e+01	1
ABHD13	0.0000e+00	70
ABHD13	1.0000e+00	33
ABHD13	2.0000e+00	13
ABHD13	3.0000e+00	6
ABHD13	4.0000e+00	6
ABHD13	5.0000e+00	2
ABHD13	6.0000e+00	1
ABHD14A	0.0000e+00	97
ABHD14A	1.0000e+00	39
ABHD14A	2.0000e+00	26
ABHD14A	3.0000e+00	13
ABHD14A	4.0000e+00	6
ABHD14A	5.0000e+00	7
ABHD14A	7.0000e+00	1
ABHD14A	8.0000e+00	3
ABHD14A	9.0000e+00	3
ABHD14A	1.2000e+01	3
ABHD14B	0.0000e+00	76
ABHD14B	1.0000e+00	25
ABHD14B	2.0000e+00	24
ABHD14B	3.0000e+00	8
ABHD14B	4.0000e+00	5
ABHD14B	5.0000e+00	5
ABHD14B	6.0000e+00	2
ABHD14B	9.0000e+00	2
ABHD14B	1.0000e+01	1
ABHD15	0.0000e+00	154
ABHD15	1.0000e+00	71
ABHD15	2.0000e+00	33
ABHD15	3.0000e+00	31
ABHD15	4.0000e+00	18
ABHD15	5.0000e+00	4
ABHD15	6.0000e+00	1
ABHD15	7.0000e+00	1
ABHD15	1.0000e+01	2
ABHD15	1.1000e+01	1
ABHD15	1.2000e+01	1
ABHD15	1.7000e+01	1
ABHD16A	0.0000e+00	155
ABHD16A	1.0000e+00	70
ABHD16A	2.0000e+00	24
ABHD16A	3.0000e+00	15
ABHD16A	4.0000e+00	8
ABHD16A	5.0000e+00	6
ABHD16A	6.0000e+00	3
ABHD16A	8.0000e+00	4
ABHD16A	1.2000e+01	1
ABHD16B	0.0000e+00	150
ABHD16B	1.0000e+00	86
ABHD16B	2.0000e+00	36
ABHD16B	3.0000e+00	19
ABHD16B	4.0000e+00	10
ABHD16B	5.0000e+00	9
ABHD16B	6.0000e+00	1
ABHD16B	7.0000e+00	2
ABHD16B	8.0000e+00	1
ABHD16B	9.0000e+00	2
ABHD16B	1.3000e+01	2
ABHD17A	0.0000e+00	112
ABHD17A	1.0000e+00	50
ABHD17A	2.0000e+00	22
ABHD17A	3.0000e+00	9
ABHD17A	4.0000e+00	6
ABHD17A	5.0000e+00	5
ABHD17A	6.0000e+00	1
ABHD17A	7.0000e+00	1
ABHD17A	8.0000e+00	2
ABHD17A	9.0000e+00	2
ABHD17A	1.1000e+01	1
ABHD17A	1.7000e+01	1
ABHD17B	0.0000e+00	48
ABHD17B	1.0000e+00	15
ABHD17B	2.0000e+00	8
ABHD17B	3.0000e+00	3
ABHD17B	4.0000e+00	1
ABHD17B	5.0000e+00	1
ABHD17B	7.0000e+00	1
ABHD17C	0.0000e+00	37
ABHD17C	1.0000e+00	13
ABHD17C	2.0000e+00	2
ABHD2	0.0000e+00	117
ABHD2	1.0000e+00	25
ABHD2	2.0000e+00	19
ABHD2	3.0000e+00	4
ABHD2	4.0000e+00	3
ABHD2	6.0000e+00	4
ABHD2	8.0000e+00	1
ABHD3	0.0000e+00	136
ABHD3	1.0000e+00	52
ABHD3	2.0000e+00	22
ABHD3	3.0000e+00	8
ABHD3	4.0000e+00	4
ABHD3	5.0000e+00	4
ABHD3	6.0000e+00	1
ABHD3	7.0000e+00	3
ABHD3	1.2000e+01	1
ABHD4	0.0000e+00	112
ABHD4	1.0000e+00	55
ABHD4	2.0000e+00	24
ABHD4	3.0000e+00	16
ABHD4	4.0000e+00	6
ABHD4	5.0000e+00	3
ABHD4	6.0000e+00	1
ABHD4	7.0000e+00	3
ABHD5	0.0000e+00	118
ABHD5	1.0000e+00	37
ABHD5	2.0000e+00	28
ABHD5	3.0000e+00	11
ABHD5	4.0000e+00	5
ABHD5	5.0000e+00	3
ABHD5	6.0000e+00	2
ABHD5	7.0000e+00	1
ABHD5	8.0000e+00	1
ABHD5	1.0000e+01	1
ABHD6	0.0000e+00	100
ABHD6	1.0000e+00	43
ABHD6	2.0000e+00	26
ABHD6	3.0000e+00	7
ABHD6	4.0000e+00	4
ABHD6	5.0000e+00	2
ABHD6	6.0000e+00	1
ABHD6	8.0000e+00	1
ABHD8	0.0000e+00	137
ABHD8	1.0000e+00	57
ABHD8	2.0000e+00	17
ABHD8	3.0000e+00	11
ABHD8	4.0000e+00	7
ABHD8	5.0000e+00	1
ABHD8	6.0000e+00	1
ABHD8	8.0000e+00	1
ABHD8	9.0000e+00	1
ABHD8	1.4000e+01	1
ABI1	0.0000e+00	124
ABI1	1.0000e+00	48
ABI1	2.0000e+00	15
ABI1	3.0000e+00	7
ABI1	4.0000e+00	1
ABI1	5.0000e+00	2
ABI1	6.0000e+00	3
ABI1	7.0000e+00	2
ABI2	0.0000e+00	143
ABI2	1.0000e+00	45
ABI2	2.0000e+00	9
ABI2	3.0000e+00	9
ABI2	4.0000e+00	2
ABI2	6.0000e+00	2
ABI2	7.0000e+00	1
ABI3	0.0000e+00	114
ABI3	1.0000e+00	62
ABI3	2.0000e+00	31
ABI3	3.0000e+00	13
ABI3	4.0000e+00	7
ABI3	5.0000e+00	2
ABI3	6.0000e+00	3
ABI3	7.0000e+00	3
ABI3	9.0000e+00	1
ABI3	1.4000e+01	1
ABI3	1.7000e+01	1
ABI3BP	0.0000e+00	460
ABI3BP	1.0000e+00	212
ABI3BP	2.0000e+00	95
ABI3BP	3.0000e+00	62
ABI3BP	4.0000e+00	30
ABI3BP	5.0000e+00	17
ABI3BP	6.0000e+00	12
ABI3BP	7.0000e+00	8
ABI3BP	8.0000e+00	7
ABI3BP	9.0000e+00	3
ABI3BP	1.0000e+01	2
ABI3BP	1.3000e+01	1
ABI3BP	1.4000e+01	3
ABL1	0.0000e+00	265
ABL1	1.0000e+00	125
ABL1	2.0000e+00	79
ABL1	3.0000e+00	31
ABL1	4.0000e+00	13
ABL1	5.0000e+00	8
ABL1	6.0000e+00	6
ABL1	7.0000e+00	2
ABL1	8.0000e+00	1
ABL1	9.0000e+00	2
ABL1	1.0000e+01	1
ABL1	1.2000e+01	1
ABL2	0.0000e+00	338
ABL2	1.0000e+00	128
ABL2	2.0000e+00	61
ABL2	3.0000e+00	34
ABL2	4.0000e+00	15
ABL2	5.0000e+00	5
ABL2	6.0000e+00	1
ABL2	7.0000e+00	3
ABL2	8.0000e+00	1
ABL2	9.0000e+00	3
ABL2	1.0000e+01	1
ABL2	1.1000e+01	1
ABL2	1.4000e+01	1
ABLIM1	0.0000e+00	219
ABLIM1	1.0000e+00	103
ABLIM1	2.0000e+00	48
ABLIM1	3.0000e+00	25
ABLIM1	4.0000e+00	14
ABLIM1	5.0000e+00	9
ABLIM1	6.0000e+00	9
ABLIM1	7.0000e+00	2
ABLIM1	8.0000e+00	3
ABLIM1	9.0000e+00	1
ABLIM1	1.1000e+01	2
ABLIM2	0.0000e+00	196
ABLIM2	1.0000e+00	103
ABLIM2	2.0000e+00	57
ABLIM2	3.0000e+00	43
ABLIM2	4.0000e+00	13
ABLIM2	5.0000e+00	8
ABLIM2	6.0000e+00	2
ABLIM2	7.0000e+00	5
ABLIM3	0.0000e+00	214
ABLIM3	1.0000e+00	74
ABLIM3	2.0000e+00	62
ABLIM3	3.0000e+00	28
ABLIM3	4.0000e+00	15
ABLIM3	5.0000e+00	7
ABLIM3	6.0000e+00	7
ABLIM3	7.0000e+00	4
ABLIM3	9.0000e+00	3
ABLIM3	1.1000e+01	1
ABR	0.0000e+00	211
ABR	1.0000e+00	74
ABR	2.0000e+00	32
ABR	3.0000e+00	10
ABR	4.0000e+00	11
ABR	5.0000e+00	4
ABR	6.0000e+00	5
ABR	7.0000e+00	1
ABR	8.0000e+00	1
ABR	1.0000e+01	1
ABR	1.2000e+01	1
ABR	1.3000e+01	1
ABRA	0.0000e+00	122
ABRA	1.0000e+00	67
ABRA	2.0000e+00	32
ABRA	3.0000e+00	22
ABRA	4.0000e+00	7
ABRA	5.0000e+00	5
ABRA	6.0000e+00	2
ABRA	7.0000e+00	1
ABRA	8.0000e+00	1
ABRA	9.0000e+00	1
ABRA	1.2000e+01	1
ABRACL	0.0000e+00	33
ABRACL	1.0000e+00	19
ABRACL	2.0000e+00	6
ABRACL	3.0000e+00	3
ABRACL	5.0000e+00	1
ABT1	0.0000e+00	123
ABT1	1.0000e+00	47
ABT1	2.0000e+00	22
ABT1	3.0000e+00	10
ABT1	4.0000e+00	4
ABT1	5.0000e+00	2
ABT1	6.0000e+00	1
ABT1	9.0000e+00	1
ABTB1	0.0000e+00	149
ABTB1	1.0000e+00	77
ABTB1	2.0000e+00	43
ABTB1	3.0000e+00	25
ABTB1	4.0000e+00	15
ABTB1	5.0000e+00	8
ABTB1	6.0000e+00	3
ABTB1	7.0000e+00	3
ABTB1	8.0000e+00	1
ABTB1	9.0000e+00	2
ABTB2	0.0000e+00	287
ABTB2	1.0000e+00	127
ABTB2	2.0000e+00	57
ABTB2	3.0000e+00	37
ABTB2	4.0000e+00	19
ABTB2	5.0000e+00	7
ABTB2	6.0000e+00	3
ABTB2	7.0000e+00	2
ABTB2	8.0000e+00	1
ABTB2	1.0000e+01	1
ABTB2	1.1000e+01	1
ABTB2	1.4000e+01	1
ACAA1	0.0000e+00	116
ACAA1	1.0000e+00	57
ACAA1	2.0000e+00	30
ACAA1	3.0000e+00	22
ACAA1	4.0000e+00	3
ACAA1	5.0000e+00	1
ACAA1	6.0000e+00	4
ACAA1	7.0000e+00	3
ACAA1	9.0000e+00	1
ACAA1	1.2000e+01	1
ACAA1	1.3000e+01	1
ACAA1	1.5000e+01	1
ACAA2	0.0000e+00	153
ACAA2	1.0000e+00	53
ACAA2	2.0000e+00	23
ACAA2	3.0000e+00	12
ACAA2	4.0000e+00	10
ACAA2	5.0000e+00	4
ACAA2	6.0000e+00	1
ACAA2	7.0000e+00	1
ACAA2	8.0000e+00	1
ACAA2	1.0000e+01	1
ACAA2	1.3000e+01	1
ACACA	0.0000e+00	436
ACACA	1.0000e+00	104
ACACA	2.0000e+00	55
ACACA	3.0000e+00	19
ACACA	4.0000e+00	11
ACACA	5.0000e+00	9
ACACA	6.0000e+00	1
ACACA	7.0000e+00	5
ACACA	9.0000e+00	1
ACACA	1.0000e+01	1
ACACB	0.0000e+00	741
ACACB	1.0000e+00	368
ACACB	2.0000e+00	206
ACACB	3.0000e+00	105
ACACB	4.0000e+00	46
ACACB	5.0000e+00	23
ACACB	6.0000e+00	19
ACACB	7.0000e+00	6
ACACB	8.0000e+00	5
ACACB	9.0000e+00	1
ACACB	1.0000e+01	2
ACACB	1.2000e+01	2
ACACB	1.3000e+01	2
ACACB	1.4000e+01	1
ACACB	1.5000e+01	1
ACACB	1.7000e+01	1
ACAD10	0.0000e+00	395
ACAD10	1.0000e+00	162
ACAD10	2.0000e+00	94
ACAD10	3.0000e+00	50
ACAD10	4.0000e+00	20
ACAD10	5.0000e+00	14
ACAD10	6.0000e+00	9
ACAD10	7.0000e+00	2
ACAD10	8.0000e+00	3
ACAD10	9.0000e+00	7
ACAD10	1.0000e+01	2
ACAD10	1.2000e+01	1
ACAD11	0.0000e+00	250
ACAD11	1.0000e+00	94
ACAD11	2.0000e+00	52
ACAD11	3.0000e+00	30
ACAD11	4.0000e+00	9
ACAD11	5.0000e+00	11
ACAD11	6.0000e+00	2
ACAD11	7.0000e+00	3
ACAD11	8.0000e+00	5
ACAD11	9.0000e+00	1
ACAD11	1.1000e+01	1
ACAD11	1.2000e+01	2
ACAD11	1.4000e+01	1
ACAD11	1.7000e+01	1
ACAD8	0.0000e+00	171
ACAD8	1.0000e+00	59
ACAD8	2.0000e+00	34
ACAD8	3.0000e+00	22
ACAD8	4.0000e+00	12
ACAD8	5.0000e+00	4
ACAD8	6.0000e+00	1
ACAD8	7.0000e+00	3
ACAD8	8.0000e+00	1
ACAD8	1.0000e+01	1
ACAD8	1.1000e+01	1
ACAD8	1.2000e+01	1
ACAD9	0.0000e+00	209
ACAD9	1.0000e+00	107
ACAD9	2.0000e+00	45
ACAD9	3.0000e+00	28
ACAD9	4.0000e+00	16
ACAD9	5.0000e+00	5
ACAD9	6.0000e+00	1
ACAD9	7.0000e+00	3
ACAD9	9.0000e+00	1
ACAD9	1.1000e+01	1
ACAD9	1.2000e+01	1
ACADL	0.0000e+00	127
ACADL	1.0000e+00	48
ACADL	2.0000e+00	27
ACADL	3.0000e+00	16
ACADL	4.0000e+00	12
ACADL	5.0000e+00	6
ACADL	6.0000e+00	2
ACADL	7.0000e+00	1
ACADL	8.0000e+00	2
ACADL	1.2000e+01	1
ACADL	1.6000e+01	1
ACADM	0.0000e+00	136
ACADM	1.0000e+00	60
ACADM	2.0000e+00	39
ACADM	3.0000e+00	14
ACADM	4.0000e+00	4
ACADM	5.0000e+00	4
ACADM	6.0000e+00	4
ACADM	9.0000e+00	2
ACADS	0.0000e+00	138
ACADS	1.0000e+00	67
ACADS	2.0000e+00	48
ACADS	3.0000e+00	20
ACADS	4.0000e+00	12
ACADS	5.0000e+00	8
ACADS	6.0000e+00	1
ACADS	7.0000e+00	1
ACADS	8.0000e+00	1
ACADS	1.2000e+01	1
ACADS	1.6000e+01	2
ACADSB	0.0000e+00	144
ACADSB	1.0000e+00	57
ACADSB	2.0000e+00	30
ACADSB	3.0000e+00	15
ACADSB	4.0000e+00	11
ACADSB	5.0000e+00	7
ACADSB	6.0000e+00	2
ACADSB	7.0000e+00	1
ACADSB	1.0000e+01	1
ACADSB	1.1000e+01	1
ACADSB	1.3000e+01	1
ACADSB	1.5000e+01	1
ACADVL	0.0000e+00	296
ACADVL	1.0000e+00	113
ACADVL	2.0000e+00	52
ACADVL	3.0000e+00	28
ACADVL	4.0000e+00	9
ACADVL	5.0000e+00	7
ACADVL	6.0000e+00	6
ACADVL	7.0000e+00	1
ACADVL	8.0000e+00	4
ACADVL	9.0000e+00	1
ACADVL	1.0000e+01	1
ACADVL	1.1000e+01	1
ACADVL	1.2000e+01	1
ACAN	0.0000e+00	656
ACAN	1.0000e+00	269
ACAN	2.0000e+00	177
ACAN	3.0000e+00	91
ACAN	4.0000e+00	48
ACAN	5.0000e+00	39
ACAN	6.0000e+00	19
ACAN	7.0000e+00	7
ACAN	8.0000e+00	10
ACAN	9.0000e+00	6
ACAN	1.0000e+01	7
ACAN	1.1000e+01	8
ACAN	1.2000e+01	1
ACAN	1.3000e+01	2
ACAN	1.4000e+01	2
ACAN	1.5000e+01	2
ACAN	1.6000e+01	3
ACAN	1.7000e+01	3
ACAP1	0.0000e+00	163
ACAP1	1.0000e+00	74
ACAP1	2.0000e+00	47
ACAP1	3.0000e+00	26
ACAP1	4.0000e+00	13
ACAP1	5.0000e+00	6
ACAP1	6.0000e+00	2
ACAP1	8.0000e+00	1
ACAP1	1.0000e+01	2
ACAP1	1.4000e+01	1
ACAP2	0.0000e+00	156
ACAP2	1.0000e+00	56
ACAP2	2.0000e+00	27
ACAP2	3.0000e+00	14
ACAP2	4.0000e+00	5
ACAP2	5.0000e+00	5
ACAP2	6.0000e+00	4
ACAP2	9.0000e+00	1
ACAP2	1.0000e+01	1
ACAP2	1.6000e+01	1
ACAP3	0.0000e+00	251
ACAP3	1.0000e+00	98
ACAP3	2.0000e+00	48
ACAP3	3.0000e+00	20
ACAP3	4.0000e+00	12
ACAP3	5.0000e+00	4
ACAP3	6.0000e+00	2
ACAP3	7.0000e+00	2
ACAP3	8.0000e+00	2
ACAP3	1.1000e+01	1
ACAT1	0.0000e+00	151
ACAT1	1.0000e+00	44
ACAT1	2.0000e+00	22
ACAT1	3.0000e+00	12
ACAT1	4.0000e+00	4
ACAT1	5.0000e+00	2
ACAT1	6.0000e+00	3
ACAT1	1.5000e+01	1
ACAT2	0.0000e+00	135
ACAT2	1.0000e+00	57
ACAT2	2.0000e+00	25
ACAT2	3.0000e+00	14
ACAT2	4.0000e+00	5
ACAT2	5.0000e+00	2
ACAT2	8.0000e+00	1
ACAT2	1.7000e+01	1
ACBD3	0.0000e+00	116
ACBD3	1.0000e+00	44
ACBD3	2.0000e+00	17
ACBD3	3.0000e+00	9
ACBD3	4.0000e+00	7
ACBD3	5.0000e+00	1
ACBD3	6.0000e+00	1
ACBD3	7.0000e+00	2
ACBD3	8.0000e+00	1
ACBD3	9.0000e+00	1
ACBD3	1.7000e+01	1
ACBD4	0.0000e+00	130
ACBD4	1.0000e+00	63
ACBD4	2.0000e+00	32
ACBD4	3.0000e+00	13
ACBD4	4.0000e+00	6
ACBD4	5.0000e+00	7
ACBD4	6.0000e+00	4
ACBD4	7.0000e+00	3
ACBD4	8.0000e+00	1
ACBD4	1.4000e+01	1
ACBD5	0.0000e+00	164
ACBD5	1.0000e+00	51
ACBD5	2.0000e+00	28
ACBD5	3.0000e+00	17
ACBD5	4.0000e+00	6
ACBD5	5.0000e+00	4
ACBD5	6.0000e+00	2
ACBD5	7.0000e+00	5
ACBD5	9.0000e+00	1
ACBD5	1.1000e+01	1
ACBD5	1.3000e+01	1
ACBD6	0.0000e+00	111
ACBD6	1.0000e+00	24
ACBD6	2.0000e+00	19
ACBD6	3.0000e+00	3
ACBD6	4.0000e+00	4
ACBD6	5.0000e+00	2
ACBD7	0.0000e+00	25
ACBD7	1.0000e+00	13
ACBD7	2.0000e+00	5
ACBD7	3.0000e+00	5
ACBD7	4.0000e+00	2
ACBD7	8.0000e+00	2
ACCS	0.0000e+00	175
ACCS	1.0000e+00	59
ACCS	2.0000e+00	39
ACCS	3.0000e+00	19
ACCS	4.0000e+00	18
ACCS	5.0000e+00	6
ACCS	6.0000e+00	4
ACCS	7.0000e+00	4
ACCS	8.0000e+00	1
ACCS	9.0000e+00	3
ACCS	1.5000e+01	1
ACCS	1.6000e+01	1
ACCSL	0.0000e+00	182
ACCSL	1.0000e+00	74
ACCSL	2.0000e+00	43
ACCSL	3.0000e+00	31
ACCSL	4.0000e+00	9
ACCSL	5.0000e+00	4
ACCSL	6.0000e+00	4
ACCSL	7.0000e+00	3
ACCSL	8.0000e+00	2
ACCSL	9.0000e+00	1
ACCSL	1.0000e+01	1
ACCSL	1.7000e+01	1
ACD	0.0000e+00	225
ACD	1.0000e+00	98
ACD	2.0000e+00	47
ACD	3.0000e+00	23
ACD	4.0000e+00	13
ACD	5.0000e+00	4
ACD	6.0000e+00	2
ACD	7.0000e+00	1
ACD	8.0000e+00	2
ACD	9.0000e+00	1
ACD	1.6000e+01	1
ACE	0.0000e+00	458
ACE	1.0000e+00	237
ACE	2.0000e+00	129
ACE	3.0000e+00	64
ACE	4.0000e+00	32
ACE	5.0000e+00	16
ACE	6.0000e+00	19
ACE	7.0000e+00	11
ACE	8.0000e+00	5
ACE	9.0000e+00	4
ACE	1.0000e+01	3
ACE	1.1000e+01	4
ACE	1.2000e+01	1
ACE2	0.0000e+00	129
ACE2	1.0000e+00	58
ACE2	2.0000e+00	16
ACE2	3.0000e+00	12
ACE2	4.0000e+00	3
ACE2	5.0000e+00	8
ACE2	6.0000e+00	1
ACE2	7.0000e+00	3
ACE2	9.0000e+00	1
ACE2	1.1000e+01	1
ACER1	0.0000e+00	85
ACER1	1.0000e+00	36
ACER1	2.0000e+00	20
ACER1	3.0000e+00	12
ACER1	4.0000e+00	8
ACER1	5.0000e+00	1
ACER1	6.0000e+00	2
ACER1	7.0000e+00	2
ACER1	8.0000e+00	1
ACER1	9.0000e+00	1
ACER1	1.0000e+01	1
ACER1	1.5000e+01	1
ACER2	0.0000e+00	116
ACER2	1.0000e+00	46
ACER2	2.0000e+00	25
ACER2	3.0000e+00	9
ACER2	4.0000e+00	4
ACER2	5.0000e+00	1
ACER2	7.0000e+00	1
ACER2	8.0000e+00	1
ACER2	1.2000e+01	1
ACER3	0.0000e+00	61
ACER3	1.0000e+00	23
ACER3	2.0000e+00	3
ACER3	3.0000e+00	2
ACER3	4.0000e+00	2
ACER3	6.0000e+00	1
ACER3	7.0000e+00	1
ACER3	1.7000e+01	1
ACHE	0.0000e+00	150
ACHE	1.0000e+00	71
ACHE	2.0000e+00	16
ACHE	3.0000e+00	14
ACHE	4.0000e+00	6
ACHE	6.0000e+00	2
ACHE	8.0000e+00	6
ACHE	9.0000e+00	1
ACHE	1.3000e+01	1
ACHE	1.4000e+01	1
ACIN1	0.0000e+00	367
ACIN1	1.0000e+00	141
ACIN1	2.0000e+00	63
ACIN1	3.0000e+00	34
ACIN1	4.0000e+00	23
ACIN1	5.0000e+00	12
ACIN1	6.0000e+00	7
ACIN1	7.0000e+00	1
ACIN1	8.0000e+00	1
ACIN1	9.0000e+00	1
ACIN1	1.0000e+01	1
ACIN1	1.2000e+01	1
ACIN1	1.3000e+01	1
ACIN1	1.6000e+01	2
ACIN1	1.7000e+01	1
ACKR2	0.0000e+00	129
ACKR2	1.0000e+00	44
ACKR2	2.0000e+00	33
ACKR2	3.0000e+00	7
ACKR2	4.0000e+00	6
ACKR2	5.0000e+00	6
ACKR2	6.0000e+00	1
ACKR2	7.0000e+00	2
ACKR2	8.0000e+00	2
ACKR2	9.0000e+00	1
ACKR2	1.1000e+01	1
ACKR2	1.3000e+01	1
ACKR2	1.6000e+01	1
ACKR3	0.0000e+00	87
ACKR3	1.0000e+00	41
ACKR3	2.0000e+00	31
ACKR3	3.0000e+00	13
ACKR3	4.0000e+00	4
ACKR3	5.0000e+00	4
ACKR3	6.0000e+00	2
ACKR3	7.0000e+00	2
ACKR3	9.0000e+00	3
ACKR4	0.0000e+00	98
ACKR4	1.0000e+00	35
ACKR4	2.0000e+00	17
ACKR4	3.0000e+00	16
ACKR4	4.0000e+00	6
ACKR4	5.0000e+00	3
ACKR4	6.0000e+00	1
ACKR4	8.0000e+00	3
ACKR4	9.0000e+00	1
ACLY	0.0000e+00	260
ACLY	1.0000e+00	96
ACLY	2.0000e+00	63
ACLY	3.0000e+00	30
ACLY	4.0000e+00	7
ACLY	5.0000e+00	7
ACLY	6.0000e+00	2
ACLY	8.0000e+00	4
ACLY	1.4000e+01	1
ACMSD	0.0000e+00	121
ACMSD	1.0000e+00	47
ACMSD	2.0000e+00	27
ACMSD	3.0000e+00	12
ACMSD	4.0000e+00	5
ACMSD	5.0000e+00	1
ACMSD	6.0000e+00	6
ACMSD	7.0000e+00	2
ACMSD	8.0000e+00	1
ACN9	0.0000e+00	52
ACN9	1.0000e+00	33
ACN9	2.0000e+00	5
ACN9	3.0000e+00	5
ACN9	4.0000e+00	2
ACN9	5.0000e+00	3
ACN9	7.0000e+00	1
ACN9	8.0000e+00	1
ACN9	1.2000e+01	1
ACO1	0.0000e+00	297
ACO1	1.0000e+00	108
ACO1	2.0000e+00	56
ACO1	3.0000e+00	33
ACO1	4.0000e+00	12
ACO1	5.0000e+00	6
ACO1	6.0000e+00	4
ACO1	7.0000e+00	2
ACO1	8.0000e+00	4
ACO1	1.0000e+01	2
ACO2	0.0000e+00	201
ACO2	1.0000e+00	72
ACO2	2.0000e+00	36
ACO2	3.0000e+00	15
ACO2	4.0000e+00	8
ACO2	5.0000e+00	4
ACO2	6.0000e+00	4
ACO2	7.0000e+00	2
ACO2	9.0000e+00	1
ACOT1	0.0000e+00	77
ACOT1	1.0000e+00	60
ACOT1	2.0000e+00	16
ACOT1	3.0000e+00	10
ACOT1	4.0000e+00	8
ACOT1	5.0000e+00	2
ACOT1	6.0000e+00	4
ACOT1	7.0000e+00	3
ACOT1	8.0000e+00	1
ACOT1	9.0000e+00	5
ACOT1	1.0000e+01	1
ACOT1	1.3000e+01	1
ACOT11	0.0000e+00	229
ACOT11	1.0000e+00	88
ACOT11	2.0000e+00	58
ACOT11	3.0000e+00	43
ACOT11	4.0000e+00	21
ACOT11	5.0000e+00	9
ACOT11	6.0000e+00	2
ACOT11	7.0000e+00	4
ACOT11	8.0000e+00	5
ACOT11	9.0000e+00	1
ACOT11	1.0000e+01	1
ACOT11	1.1000e+01	1
ACOT11	1.2000e+01	3
ACOT11	1.3000e+01	1
ACOT11	1.4000e+01	3
ACOT12	0.0000e+00	177
ACOT12	1.0000e+00	88
ACOT12	2.0000e+00	46
ACOT12	3.0000e+00	26
ACOT12	4.0000e+00	8
ACOT12	5.0000e+00	5
ACOT12	6.0000e+00	5
ACOT12	7.0000e+00	1
ACOT12	8.0000e+00	1
ACOT12	9.0000e+00	1
ACOT12	1.2000e+01	1
ACOT12	1.5000e+01	1
ACOT13	0.0000e+00	53
ACOT13	1.0000e+00	28
ACOT13	2.0000e+00	8
ACOT13	3.0000e+00	3
ACOT13	4.0000e+00	2
ACOT13	5.0000e+00	4
ACOT13	6.0000e+00	1
ACOT13	7.0000e+00	4
ACOT13	8.0000e+00	1
ACOT2	0.0000e+00	167
ACOT2	1.0000e+00	76
ACOT2	2.0000e+00	34
ACOT2	3.0000e+00	27
ACOT2	4.0000e+00	10
ACOT2	5.0000e+00	6
ACOT2	6.0000e+00	5
ACOT2	8.0000e+00	5
ACOT2	1.1000e+01	1
ACOT2	1.2000e+01	2
ACOT2	1.6000e+01	1
ACOT2	1.7000e+01	1
ACOT4	0.0000e+00	126
ACOT4	1.0000e+00	59
ACOT4	2.0000e+00	40
ACOT4	3.0000e+00	9
ACOT4	4.0000e+00	6
ACOT4	5.0000e+00	4
ACOT4	6.0000e+00	4
ACOT4	7.0000e+00	2
ACOT4	8.0000e+00	2
ACOT4	1.2000e+01	1
ACOT4	1.3000e+01	3
ACOT4	1.6000e+01	1
ACOT6	0.0000e+00	55
ACOT6	1.0000e+00	11
ACOT6	2.0000e+00	11
ACOT6	3.0000e+00	5
ACOT6	4.0000e+00	6
